person_id,age,gender,race,zip_code,income,credit_score,years_employed,education,loan_amount_requested,loan_approved,model_probability,model_prediction
978,23,Female,White,10001,46517.42,393.6,7.8,Bachelors,45413,1,0.2835,0
979,66,Female,Black,10002,115546.74,659.4,11.6,Masters,46275,0,0.2893,0
980,50,Male,White,10001,79006.18,597.1,4.9,High School,25486,1,0.5377,1
981,65,Female,Asian,10004,76139.9,557.6,4.6,PhD,42255,0,0.3373,0
982,68,Male,Hispanic,10003,56602.3,400.0,8.5,High School,36244,0,0.1062,0
983,27,Female,Hispanic,10002,89051.28,592.3,13.0,Bachelors,13861,0,0.1097,0
984,39,Male,Black,10002,67020.18,437.2,19.4,Bachelors,40732,0,0.2867,0
985,28,Female,White,10001,31478.66,364.5,0.5,High School,20769,0,0.1242,0
986,20,Female,Asian,10004,100683.29,566.3,9.6,PhD,33256,0,0.3453,0
987,69,Male,White,10001,61818.48,517.2,2.6,Bachelors,37429,0,0.5394,1
988,66,Female,White,10001,72571.72,553.4,13.1,Masters,47467,0,0.6121,1
989,67,Female,White,10001,39297.9,494.4,3.3,Bachelors,47675,0,0.3681,0
990,64,Male,Hispanic,10003,56628.85,512.0,4.6,Bachelors,41113,1,0.1597,0
991,52,Male,Black,10002,32367.02,349.6,5.1,Bachelors,27769,0,0.097,0
992,45,Female,Hispanic,10003,46404.07,468.8,7.6,Masters,23009,0,0.0773,0
993,70,Male,Hispanic,10003,37181.62,320.5,9.6,Bachelors,24855,0,0.1025,0
994,47,Male,White,10005,116200.31,664.2,10.4,Bachelors,47787,1,0.7365,1
995,52,Male,Asian,10004,114574.25,722.3,8.0,Masters,14226,1,0.5816,1
996,29,Female,White,10001,71116.32,420.7,1.4,Bachelors,28606,0,0.2144,0
997,57,Male,Black,10002,49535.47,438.8,11.6,Bachelors,35580,0,0.2052,0
998,61,Male,White,10001,61037.37,436.5,7.7,Bachelors,6016,0,0.4775,0
999,53,Female,Asian,10005,93544.15,625.1,13.8,Bachelors,33570,0,0.2509,0
1000,44,Male,White,10001,62105.92,438.0,4.5,Masters,16700,1,0.4434,0
